,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
26,1534167900,1534167900,Carl_C_Icahn,,"Chairman of Icahn Enterprises L.P.; etc., etc.              Some people get rich studying artificial intelligence.  Me, I make money studying natural stupidity.",http://t.co/TNE4SzZtwr,351140,109,4653,Thu Jun 20 15:22:29 +0000 2013,3,True,341,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 15, 'id_str': '973952422379966465', 'in_reply_to_screen_name': None, 'favorite_count': 45, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Mar 14 16:02:07 +0000 2018', 'is_quote_status': False, 'text': 'We just released an announcement (including other important information) on $XRX – available here: https://t.co/fAb02fNqrM', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'http://carlicahn.com/open-letter-to-xerox-shareholders-introducing-john-visentin/', 'display_url': 'carlicahn.com/open-letter-to…', 'url': 'https://t.co/fAb02fNqrM', 'indices': [99, 122]}], 'hashtags': [], 'symbols': [{'indices': [76, 80], 'text': 'XRX'}], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 973952422379966465, 'contributors': None}",True,False,False,Carl Icahn,0
27,1636590253,1636590253,tim_cook,Cupertino,"CEO Apple, Fan of Auburn football and Duke basketball",,10447184,56,19068,Wed Jul 31 22:41:25 +0000 2013,1113,True,534,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 840, 'id_str': '982656827354636288', 'in_reply_to_screen_name': None, 'favorite_count': 4832, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 16:30:19 +0000 2018', 'is_quote_status': False, 'text': 'Our hearts go out to the victims in Münster and their families today in the wake of another tragic attack. 🇩🇪', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982656827354636288, 'contributors': None}",False,False,False,Tim Cook,0
28,1903422535,1903422535,AdrMcDonald,UK,"30 Years of IT Industry Wonder, Wannabe Geek, President Dell EMC EMEA",https://t.co/0mwjWZfcZT,6260,739,87,Wed Sep 25 08:28:45 +0000 2013,4982,False,2267,en-gb,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 98, 'quoted_status_id': 981912850913464320, 'id_str': '982396326825680896', 'in_reply_to_screen_name': None, 'contributors': None, 'retweeted': False, 'favorited': False, 'quoted_status_id_str': '981912850913464320', 'created_at': 'Fri Apr 06 23:15:11 +0000 2018', 'is_quote_status': True, 'text': 'RT @MichaelDell: If #AI is your rocket.... Data is your rocket fuel\n\nData = Servers and Storage. Customers and Partners made us #1 in Serve…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [20, 23], 'text': 'AI'}], 'symbols': [], 'user_mentions': [{'id': 58560480, 'name': 'Michael Dell', 'indices': [3, 15], 'id_str': '58560480', 'screen_name': 'MichaelDell'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 98, 'quoted_status_id': 981912850913464320, 'id_str': '982275669240381441', 'in_reply_to_screen_name': None, 'favorite_count': 188, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '981912850913464320', 'created_at': 'Fri Apr 06 15:15:44 +0000 2018', 'is_quote_status': True, 'text': 'If #AI is your rocket.... Data is your rocket fuel\n\nData = Servers and Storage. Customers and Partners made us #1 i… https://t.co/DiQrVMuleh', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982275669240381441', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/DiQrVMuleh', 'indices': [117, 140]}], 'hashtags': [{'indices': [3, 6], 'text': 'AI'}], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982275669240381441, 'lang': 'en'}, 'geo': None, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'id': 982396326825680896, 'lang': 'en', 'favorite_count': 0}",True,False,False,Adrian McDonald,0
29,2207485243,2207485243,MariusHaas,,"President and Chief Commercial Officer, Dell EMC",,5288,160,69,Thu Nov 21 16:51:18 +0000 2013,305,False,597,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '982244223003971585', 'in_reply_to_screen_name': None, 'favorite_count': 2, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Apr 06 13:10:46 +0000 2018', 'is_quote_status': False, 'text': 'How @BakerResearchAu updated its #storage solutions with @DellEMC for better research https://t.co/jzzNdmhUGf', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'http://bit.ly/2xwEYQ0', 'display_url': 'bit.ly/2xwEYQ0', 'url': 'https://t.co/jzzNdmhUGf', 'indices': [86, 109]}], 'hashtags': [{'indices': [33, 41], 'text': 'storage'}], 'symbols': [], 'user_mentions': [{'id': 31660785, 'name': 'The Baker Institute', 'indices': [4, 20], 'id_str': '31660785', 'screen_name': 'BakerResearchAu'}, {'id': 10005212, 'name': 'Dell EMC', 'indices': [57, 65], 'id_str': '10005212', 'screen_name': 'DellEMC'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982244223003971585, 'contributors': None}",False,False,False,Marius Haas,0
30,2412858696,2412858696,SaeedAmidi,Silicon Valley,"Founder & CEO of @PlugandPlayTC | Partner @ Amidzad | Investor in @PayPal, @DropBox, @LendingClub | Serial Entrepreneur | #Plugin",http://t.co/u84PmcG6yq,2153,186,100,Wed Mar 26 16:41:03 +0000 2014,391,False,242,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 4, 'id_str': '981692450350641153', 'in_reply_to_screen_name': None, 'favorite_count': 13, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Apr 05 00:38:13 +0000 2018', 'is_quote_status': False, 'text': 'It is not just about the money, but it’s about the chance to be a mentor rather than merely an investor. This is wh… https://t.co/ZDkS9g55mC', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981692450350641153', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/ZDkS9g55mC', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981692450350641153, 'contributors': None}",True,False,False,SaeedAmidi,0
31,2430477224,2430477224,GabenValveGames,,CEO of Valve Software,,345,56,17,Sun Apr 06 13:41:00 +0000 2014,0,False,4,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 1, 'id_str': '452805631406538752', 'in_reply_to_screen_name': None, 'favorite_count': 9, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Apr 06 13:50:49 +0000 2014', 'is_quote_status': False, 'text': '#GarrysMod by @FcpnchStds is also going to come out with an updated version where it will run the #Source2Engine once we are done making it.', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [0, 10], 'text': 'GarrysMod'}, {'indices': [98, 112], 'text': 'Source2Engine'}], 'symbols': [], 'user_mentions': [{'id': 584087160, 'name': 'Facepunch Studios', 'indices': [14, 25], 'id_str': '584087160', 'screen_name': 'FcpnchStds'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 452805631406538752, 'contributors': None}",True,False,False,Gabe Newell,0
32,2795845802,2795845802,rabovitz,here on earth,"This is me - friend of people, animals, and robots. Founder and CEO of Magic Leap.",,16655,321,379,Sun Sep 07 12:23:26 +0000 2014,2921,False,1176,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 4646, 'id_str': '981389841526083584', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Wed Apr 04 04:35:46 +0000 2018', 'is_quote_status': False, 'text': 'RT @SusanWojcicki: There are no words to describe how horrible it was to have an active shooter @YouTube today. Our deepest gratitude to la…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 15828408, 'name': 'Susan Wojcicki', 'indices': [3, 17], 'id_str': '15828408', 'screen_name': 'SusanWojcicki'}, {'id': 10228272, 'name': 'YouTube', 'indices': [96, 104], 'id_str': '10228272', 'screen_name': 'YouTube'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 4646, 'id_str': '981340423951024128', 'in_reply_to_screen_name': None, 'favorite_count': 30446, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 01:19:24 +0000 2018', 'is_quote_status': False, 'text': 'There are no words to describe how horrible it was to have an active shooter @YouTube today. Our deepest gratitude… https://t.co/uZIZ857v8B', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981340423951024128', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/uZIZ857v8B', 'indices': [116, 139]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 10228272, 'name': 'YouTube', 'indices': [77, 85], 'id_str': '10228272', 'screen_name': 'YouTube'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981340423951024128, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 981389841526083584, 'lang': 'en'}",True,False,False,Rony Abovitz,0
33,2810270363,2810270363,adenatfriedman,"New York, NY",President and CEO of @Nasdaq,https://t.co/sW0vb0jpBm,8365,3404,293,Mon Oct 06 13:08:49 +0000 2014,904,True,2105,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 2, 'id_str': '982424573676326913', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Sat Apr 07 01:07:25 +0000 2018', 'is_quote_status': False, 'text': 'RT @Nasdaq: Executing a successful #SPAC #IPO can be a long process. Learn how Nasdaq assists SPAC transitions to the public market: https:…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [35, 40], 'text': 'SPAC'}, {'indices': [41, 45], 'text': 'IPO'}], 'symbols': [], 'user_mentions': [{'id': 18639734, 'name': 'Nasdaq', 'indices': [3, 10], 'id_str': '18639734', 'screen_name': 'Nasdaq'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 2, 'id_str': '982369863527264256', 'in_reply_to_screen_name': None, 'favorite_count': 6, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Apr 06 21:30:01 +0000 2018', 'is_quote_status': False, 'text': 'Executing a successful #SPAC #IPO can be a long process. Learn how Nasdaq assists SPAC transitions to the public ma… https://t.co/KOXxEXxfD7', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982369863527264256', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/KOXxEXxfD7', 'indices': [117, 140]}], 'hashtags': [{'indices': [23, 28], 'text': 'SPAC'}, {'indices': [29, 33], 'text': 'IPO'}], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>', 'id': 982369863527264256, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'id': 982424573676326913, 'lang': 'en'}",False,False,False,Adena Friedman,0
34,2815725451,2815725451,ReneeJJames,,President - Intel Corporation,,2480,19,100,Wed Sep 17 21:48:20 +0000 2014,1,False,14,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 14, 'id_str': '553262483381563392', 'in_reply_to_screen_name': None, 'favorite_count': 42, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Jan 08 18:50:29 +0000 2015', 'is_quote_status': False, 'text': 'Outstanding CES show for Intel.  Thank you to all our hard working employees and partners that made it happen.', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 553262483381563392, 'contributors': None}",True,False,False,Renée James,0
35,2882695817,2882695817,CherWang,"Taipei, San Francisco","ICT entrepreneur; Chairwoman and CEO of @HTC Corp. Enjoys
tennis, jogging, and exploring how technology can be used to improve lives.",http://t.co/K0RbAEtHCc,5955,44,127,Tue Nov 18 14:52:36 +0000 2014,50,True,76,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 123, 'id_str': '910758929067524096', 'in_reply_to_screen_name': None, 'favorite_count': 411, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Sep 21 06:53:44 +0000 2017', 'is_quote_status': False, 'text': 'Exciting opportunities ahead with Rick @rosterloh @Google. With this agreement, we are making both of our companies… https://t.co/Awd4vsrFi9', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/910758929067524096', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/Awd4vsrFi9', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 7667442, 'name': 'Rick Osterloh', 'indices': [39, 49], 'id_str': '7667442', 'screen_name': 'rosterloh'}, {'id': 20536157, 'name': 'Google', 'indices': [50, 57], 'id_str': '20536157', 'screen_name': 'Google'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 910758929067524096, 'contributors': None}",False,False,False,Cher Wang,0
36,2888895350,2888895350,USCTO44,"Washington, D.C.",This is an archive of an Obama Administration account maintained by the National Archives and Records Administration (NARA).,https://t.co/OTH6srPzMw,28371,215,701,Mon Nov 03 19:41:59 +0000 2014,2096,True,754,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 40, 'id_str': '822097193607823360', 'in_reply_to_screen_name': None, 'favorite_count': 84, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Jan 19 15:03:39 +0000 2017', 'is_quote_status': False, 'text': 'President George Washington, First Annual Message - Jan 8, 1790 ""Knowledge is, in every country, the surest basis o… https://t.co/ROSPuBPc7D', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/822097193607823360', 'display_url': 'twitter.com/i/web/status/8…', 'url': 'https://t.co/ROSPuBPc7D', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 822097193607823360, 'contributors': None}",True,False,False,Megan Smith -Archive,0
37,3003813372,3003813372,yokymatsuoka,,"Former robotics professor, co-founder of Google [x], VP, Technology @Nest, MacArthur Fellow.",,3982,2,143,Fri Jan 30 19:54:44 +0000 2015,0,False,3,en,"{'in_reply_to_status_id_str': '596824688837308416', 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '596825628394987520', 'in_reply_to_screen_name': 'aroetter', 'favorite_count': 25, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri May 08 23:54:52 +0000 2015', 'is_quote_status': False, 'text': '@aroetter @twitter Thank you and everyone at Twitter for being so supportive and understanding.', 'in_reply_to_status_id': 596824688837308416, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 93954161, 'name': 'Alex Roetter', 'indices': [0, 9], 'id_str': '93954161', 'screen_name': 'aroetter'}, {'id': 783214, 'name': 'Twitter', 'indices': [10, 18], 'id_str': '783214', 'screen_name': 'Twitter'}]}, 'in_reply_to_user_id_str': '93954161', 'in_reply_to_user_id': 93954161, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 596825628394987520, 'contributors': None}",True,False,False,Yoky Matsuoka,0
38,3030922321,3030922321,DJ44,"Washington, D.C.","U.S. Chief Data Scientist, OSTP.  This is an archive of an Obama Administration account, maintained by the National Archives and Records Administration (NARA).",https://t.co/7Nk2Q6446g,34624,717,728,Thu Feb 19 17:34:31 +0000 2015,2853,True,3750,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 292, 'id_str': '821383684959965184', 'in_reply_to_screen_name': None, 'favorite_count': 999, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Jan 17 15:48:25 +0000 2017', 'is_quote_status': False, 'text': ""Data Science is a team sport. I'm 🙏 for all of you &amp; this opportunity.\n\nGoing forward, find me at @dpatil as we kee… https://t.co/0TTY50KAQ1"", 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/821383684959965184', 'display_url': 'twitter.com/i/web/status/8…', 'url': 'https://t.co/0TTY50KAQ1', 'indices': [121, 144]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 14839109, 'name': 'dj patil', 'indices': [102, 109], 'id_str': '14839109', 'screen_name': 'dpatil'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 821383684959965184, 'contributors': None}",True,False,False,DJ Patil (NARA),0
39,3086678501,3086678501,marcericlore,,"President & CEO, https://t.co/VFnLsKKbds | Founder & CEO, https://t.co/DjDdahk2rb",https://t.co/DjDdahk2rb,3199,14,89,Wed Mar 11 12:51:00 +0000 2015,26,True,13,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 39, 'id_str': '865204334480568320', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Thu May 18 13:56:02 +0000 2017', 'is_quote_status': False, 'text': 'RT @WalmartNewsroom: $WMT U.S. e-commerce saw sales and GMV increase 63% and 69%, respectively. Majority was organic growth from https://t.…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [{'indices': [21, 25], 'text': 'WMT'}], 'user_mentions': [{'id': 39820738, 'name': 'Walmart Newsroom', 'indices': [3, 19], 'id_str': '39820738', 'screen_name': 'WalmartNewsroom'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 39, 'id_str': '865170876085547008', 'in_reply_to_screen_name': None, 'favorite_count': 72, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu May 18 11:43:05 +0000 2017', 'is_quote_status': False, 'text': '$WMT U.S. e-commerce saw sales and GMV increase 63% and 69%, respectively. Majority was organic growth from… https://t.co/jaJQxHV34b', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/865170876085547008', 'display_url': 'twitter.com/i/web/status/8…', 'url': 'https://t.co/jaJQxHV34b', 'indices': [109, 132]}], 'hashtags': [], 'symbols': [{'indices': [0, 4], 'text': 'WMT'}], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""https://www.percolate.com"" rel=""nofollow"">Percolate</a>', 'id': 865170876085547008, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 865204334480568320, 'lang': 'en'}",False,False,False,Marc Lore,0
40,3339261074,3339261074,PGelsinger,"California, USA","CEO @VMware. Engineering pioneer, proud grandfather, Christian, philanthropist, farm boy at heart. Values are the most enduring thing leaders create.",https://t.co/lnlBMQYHzO,14751,81,289,Tue Aug 25 16:47:18 +0000 2015,1119,True,1618,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 80, 'id_str': '981515955346882560', 'in_reply_to_screen_name': None, 'favorite_count': 172, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 12:56:54 +0000 2018', 'is_quote_status': False, 'text': 'Great leaders need to be able to innovate in themselves, in their organizations and in every area of their business… https://t.co/lRHjDtR4Yl', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981515955346882560', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/lRHjDtR4Yl', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981515955346882560, 'contributors': None}",True,False,True,Pat Gelsinger,0
41,3399337338,3399337338,ray_ofarrell,"California, USA","CTO @VMware. Proud Irishman, sea kayaking enthusiast. My passion is to support and enable
innovation to deliver products that solve real problems for customers",https://t.co/EglHLNdM2j,3799,65,93,Mon Aug 31 03:17:08 +0000 2015,139,False,319,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 80, 'id_str': '981935216687280129', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Thu Apr 05 16:42:53 +0000 2018', 'is_quote_status': False, 'text': 'RT @PGelsinger: Great leaders need to be able to innovate in themselves, in their organizations and in every area of their business – not j…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 3339261074, 'name': 'Pat Gelsinger', 'indices': [3, 14], 'id_str': '3339261074', 'screen_name': 'PGelsinger'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 80, 'id_str': '981515955346882560', 'in_reply_to_screen_name': None, 'favorite_count': 172, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 12:56:54 +0000 2018', 'is_quote_status': False, 'text': 'Great leaders need to be able to innovate in themselves, in their organizations and in every area of their business… https://t.co/lRHjDtR4Yl', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981515955346882560', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/lRHjDtR4Yl', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981515955346882560, 'contributors': None}, 'geo': None, 'source': '<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>', 'id': 981935216687280129, 'lang': 'en'}",True,False,False,Ray O 'Farrell,0
42,4080499520,4080499520,Halsey_Minor,,"An #Internet and #tech pioneer, #HalseyMinor was a key player in the digital publishing revolution. Founder of #CNET @upholdinc @Voxelus #RealityLabs",https://t.co/3t2Vq79MT4,417,135,45,Sat Oct 31 14:23:19 +0000 2015,165,False,253,en,,True,False,False,Halsey Minor,0
43,4435227552,4435227552,stewartbrand,"Sausalito, CA","President of The Long Now Foundation--which takes no sides.  In this forum, as a private person, I do take sides occasionally.",https://t.co/0C7UG12lmc,17907,173,532,Wed Dec 02 21:48:41 +0000 2015,15893,True,3887,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 1, 'quoted_status_id': 982691613498642432, 'id_str': '982700213319053312', 'in_reply_to_screen_name': None, 'favorite_count': 2, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '982691613498642432', 'created_at': 'Sat Apr 07 19:22:43 +0000 2018', 'is_quote_status': True, 'text': 'The ""merkwelt"" of animals, humans, and robots.\n\n""Merkwelt, literally “note world”, when applied to a creature refer… https://t.co/nsI6b4fyOf', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982700213319053312', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/nsI6b4fyOf', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982700213319053312, 'lang': 'en'}",True,False,False,Stewart Brand,0
